account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repository_maintenance_ratio,churn
1082,10.4646,5.3377,0.1613,0.8387,4.1935,0.0645,0.9677,0
5039,1.0148,19.5714,0.2143,0.7857,10.6429,5.6429,0.0714,0
4022,29.4234,24.1765,0.0432,0.9568,0.6204,0.3611,0.0247,0
5612,4.7511,8.0196,0.0822,0.9178,1.7671,0.1644,0.1096,0
5459,2.0741,12.7812,0.4516,0.5484,8.0323,9.2258,0.6129,0
5852,11.1098,8.6809,0.1124,0.8876,46.5562,7.7697,0.0787,0
5641,6.0217,45.3333,0.0538,0.9462,3.4624,0.3548,0.0645,0
4631,3.076,34.0,0.0,1.0,8.4615,5.9487,0.0256,1
1768,5.3713,4.9036,0.1154,0.8846,2.4231,0.1538,0.1923,0
1602,0.228,407.0,1.0,0.0,0.0,0.0,1.0,0
4241,4.1339,40.6,0.0,1.0,102.8125,12.9583,0.0208,0
3919,31.0355,3.9417,0.012,0.988,0.5195,0.003,0.006,1
4807,8.89,2.6026,0.0769,0.9231,2.1624,0.6325,0.094,0
5062,3.8242,2.3143,0.0189,0.9811,23.0,3.5094,0.0566,0
5298,24.0604,1.2385,0.0,1.0,0.5845,0.0802,0.0,1
3481,1.1542,67.3333,0.8182,0.1818,2.9091,0.4545,0.8182,0
3291,5.2163,5.3158,0.0638,0.9362,12.3404,1.5957,0.0638,0
6282,3.4885,5.3026,0.2167,0.7833,2.6,0.1667,0.15,0
2790,12.175,1.0281,0.1828,0.8172,6.6129,1.0323,0.1398,0
1924,21.6416,0.3893,0.0351,0.9649,0.7632,0.0175,0.0088,0
679,23330.2765,401.0,0.0828,0.9172,0.0126,1.089,0.1368,1
2491,9.2376,2.381,0.0159,0.9841,0.6984,0.4921,0.0,0
4702,15.769,0.8808,0.3448,0.6552,1.6108,0.3251,0.0591,0
1229,1.7832,0.7014,0.5,0.5,1.8333,0.0,1.0,0
3661,3.9907,0.8302,0.075,0.925,0.425,0.15,0.1,0
2844,14.8977,0.3114,0.0172,0.9828,0.3534,0.1466,0.0,0
1763,2.6933,56.4286,0.0769,0.9231,0.6923,0.0769,0.0,1
4347,0.8402,395.0,0.3,0.7,1.3,0.0,0.3,0
1728,14.1619,0.7467,0.1194,0.8806,0.6418,0.0746,0.0448,0
4604,4.046,0.6752,0.0,1.0,0.4902,0.1569,0.0,0
5805,21.3298,0.2049,0.0678,0.9322,0.2389,0.1475,0.0295,0
2617,3.6288,2.9773,0.0385,0.9615,1.7308,0.8077,0.0,0
3730,3.6231,6.1406,0.027,0.973,4.4595,1.0541,0.0811,0
6243,21.0035,392.0,0.0279,0.9721,26.7688,8.0195,0.0557,1
5888,7.6301,5.6812,0.1138,0.8862,1.561,0.5285,0.1138,0
1591,5.2802,391.0,0.4783,0.5217,83.5652,14.3913,0.6522,1
3350,17.4448,0.7697,0.0813,0.9187,0.4938,0.1062,0.2,0
1883,7.9529,0.6062,0.1463,0.8537,1.122,0.0,0.1707,0
3347,2.4008,11.7879,0.1364,0.8636,291.8636,14.5909,0.1818,0
4203,20.7696,388.0,0.1674,0.8326,6.5314,2.3054,0.1674,0
6268,5.2445,3.88,0.0,1.0,1.2333,0.3333,0.0222,0
5221,6.2262,2.2899,0.0225,0.9775,2.236,0.4831,0.0112,0
1819,9.0359,11.0571,0.0444,0.9556,5.4,0.9556,0.0889,0
