login,days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repo_activity_density,repository_maintenance_ratio
Walteriba,97,1335,3.5567,2.6364,0.0769,0.9231,1.9231,1.0,0.2736,0.0
eecopa,87,4071,2.871,0.4603,0.0,1.0,0.125,0.0,0.0,0.0312
Tolchi,72,5222,9.5824,0.2007,0.0219,0.9781,0.0073,0.0073,0.2098,0.0219
sjlvanq,4,4500,3.409,0.5859,0.2857,0.7143,0.3333,0.0476,0.974,0.0952
cacalo,14,2339,11.5556,14.5,0.0135,0.9865,0.527,0.5676,0.1562,0.0135
avdata99,61,4904,13.7043,5.2273,0.0543,0.9457,0.2283,0.212,0.7448,0.0326
tehuel,3,5130,4.1295,0.2396,0.0862,0.9138,0.6897,0.431,0.356,0.0517
deusdevok,10,3452,2.0104,0.7325,0.1579,0.8421,0.6842,0.2105,0.3174,0.1053
lucasefe,7,6671,4.1064,2.1111,0.0667,0.9333,5.56,1.8533,0.2738,0.0133
fmo91,35,4864,5.5568,3.5625,0.0405,0.9595,16.2568,2.0135,0.2253,0.0676
AlanVerbner,87,4853,3.6879,19.0,0.0,1.0,0.7143,0.3061,0.0,0.0
opensas,3,5691,5.7762,4.1852,0.0222,0.9778,5.0556,2.9,0.1284,0.0
victorkane,10,6176,4.7904,3.5312,0.0,1.0,1.2099,0.2593,0.0,0.0
Amendolaflor,1707,2077,3.8688,0.9262,0.0,1.0,0.1818,0.0909,0.0,0.0
MarcosMeli,27,5717,1.725,1.9483,0.0,1.0,43.5926,12.9259,0.0,0.037
amouly,96,4816,4.1713,0.2393,0.0,1.0,0.2727,0.2,0.0,0.0
Nahuel61920,13,1637,29.8983,4.44,0.0075,0.9925,4.709,0.8582,0.2231,0.0299
andmarti1424,77,4246,0.6882,15.8571,0.125,0.875,708.0,29.5,0.086,0.25
TevesManuel,4,1393,12.5858,5.8421,0.1875,0.8125,0.0417,0.0208,2.3598,0.1875
emiarias,82,3715,17.8938,37.0,0.0549,0.9451,0.044,0.044,0.9832,0.033
santiago-ude,11,1458,0.7515,1.0777,0.0,1.0,0.6667,0.6667,0.0,0.0
Wolftein,59,5292,0.6902,11.1,0.1,0.9,6.3,1.7,0.069,0.2
GuidoSantiagoReta,5,2722,5.7699,1.7344,0.0465,0.9535,0.3488,0.0,0.2684,0.0233
dulicito,81,1546,0.4725,0.8284,0.5,0.5,6.0,0.0,0.2363,1.0
javierhuebra,20,1508,22.0409,1.4103,0.022,0.978,0.0879,0.033,0.4844,0.022
jlandaa,45,3724,1.3731,0.5046,0.9286,0.0714,0.7857,0.0,1.275,0.8571
ltherisod,25,1828,6.9933,4.36,0.4571,0.5429,1.2571,0.0857,3.1969,0.4286
linsaftw,15,3432,4.0441,10.9,0.4211,0.5789,0.2895,0.1053,1.7028,0.3158
matifanger,94,2957,4.3232,2.0769,0.1143,0.8857,1.8857,0.2286,0.4941,0.1714
JuanTorchia,8,2490,15.4021,0.5654,0.2571,0.7429,0.0952,0.019,3.9605,0.2571
luchist,6,3589,2.7478,0.7941,0.1111,0.8889,0.0741,0.0,0.3053,0.1852
fgiuliani,25,5704,4.8666,2.0377,0.0,1.0,0.9211,0.5263,0.0,0.0
informaticacba,426,4886,136.8006,0.1115,0.0022,0.9978,0.9443,0.0022,0.299,0.0038
CamilaBernales,188,2811,5.7172,1.8947,0.0,1.0,0.8636,0.0,0.0,0.0
julioavantt,237,4404,10.7817,54.0,0.0077,0.9923,0.4538,0.3231,0.0829,0.0077
Lartu,12,4094,8.0294,3.4839,0.0222,0.9778,5.3,1.2,0.1784,0.0444
nahuelavila4,467,3322,3.5184,0.6772,0.0,1.0,0.0,0.0,0.0,0.0
JuanM04,1,3804,6.0491,1.597,0.0635,0.9365,1.2381,0.3968,0.3841,0.0476
crscardellino,2,5078,3.956,107.0,0.0364,0.9636,1.4545,0.5273,0.1439,0.0364
DevelopeandoHub,1278,1983,2.7629,107.0,0.0,1.0,2.6,1.2,0.0,0.0
rodralez,75,4660,0.9406,17.6667,0.0,1.0,54.1667,20.3333,0.0,0.25
FernandoFH,37,4424,9.9073,0.1949,0.225,0.775,0.0583,0.0167,2.2291,0.1833
ma-ivana,203,3089,9.6959,1.1667,0.061,0.939,0.0122,0.0854,0.5912,0.0
agustinkassis,20,4461,7.942,2.6923,0.0928,0.9072,0.134,0.0825,0.7369,0.1134
mrmalvicino,29,2735,3.3387,1.1053,0.16,0.84,1.96,0.2,0.5342,0.16
matricali,329,4499,6.4136,2.625,0.0127,0.9873,4.2532,1.2785,0.0812,0.0253
shirosweets,98,2319,59.0637,0.5622,0.0053,0.9947,0.0667,0.0187,0.315,0.0053
fedeya,52,2902,9.6913,5.4737,0.039,0.961,3.2597,0.4286,0.3776,0.0519
magaliamedina,38,2979,3.3104,1.0196,0.1481,0.8519,0.1111,0.0,0.4904,0.1481
lbiedma,101,4112,2.3095,1.253,0.0769,0.9231,6.6154,3.8077,0.1777,0.0769
celestayelen-tech,9,266,4.1194,1.0196,0.6667,0.3333,29.6667,2.0,2.7462,0.6667
sergiokas,43,5759,2.9809,20.8,0.0,1.0,14.0,2.6383,0.0,0.0638
argendatafundar,698,850,6.0159,103.0,0.4286,0.5714,1.5714,0.7857,2.5782,0.2857
matiasperz,38,2810,7.9289,3.3226,0.0656,0.9344,0.459,0.1967,0.5199,0.0328
juanmabrignole,57,1862,10.2003,0.945,0.0577,0.9423,0.8846,0.0577,0.5885,0.0192
correooke,12,4333,6.0692,103.0,0.0139,0.9861,0.6667,1.125,0.0843,0.0
andres-sacco,3,4976,3.0095,25.75,0.0732,0.9268,1.4634,2.1463,0.2202,0.0976
igaray,5,6027,2.7877,1.1705,0.1087,0.8913,0.2391,0.0435,0.303,0.0435
benoffi7,7,5423,2.6941,4.2917,0.025,0.975,1.375,2.25,0.0674,0.05
Daiana215,300,1665,1.9743,3.9615,0.0,1.0,0.1111,0.0,0.0,0.0
guarinogabriel,101,5093,0.0717,10.2,1.0,0.0,9094.0,335.0,0.0717,1.0
ao-org,29,2099,5.2203,102.0,0.3333,0.6667,3.7,4.9333,1.7401,0.2667
belwalter,4,4134,1.5903,20.4,0.0556,0.9444,1.2778,0.6667,0.0884,0.1111
lautaroifranecho,76,449,2.4404,1.9245,0.0,1.0,0.0,0.0,0.0,0.0
esaracho,52,3783,1.6414,0.7727,0.0588,0.9412,0.6471,0.2941,0.0966,0.0
pangolp,5,4959,15.0991,6.3125,0.0732,0.9268,0.5024,0.6878,1.1048,0.0683
bitsandbricks,146,4449,2.545,33.6667,0.0,1.0,1.8065,0.3226,0.0,0.0
KernelDiego,67,2891,3.5375,2.8857,0.0,1.0,3.8214,0.0714,0.0,0.0714
sebaeze,133,5268,4.6454,0.8938,0.0448,0.9552,0.1493,0.0597,0.208,0.0299
eamanu,3,4413,15.4774,0.558,0.016,0.984,0.8663,0.1123,0.2483,0.0107
conanbatt,14,5884,2.483,25.25,0.0,1.0,1.85,0.925,0.0,0.025
LilithRainbows,314,2786,1.7043,7.2143,0.2308,0.7692,7.2308,1.4615,0.3933,0.2308
grachivera4,243,793,1.8424,1.1744,0.0,1.0,0.25,0.0,0.0,0.0
dlitvakb,14,5395,5.6192,2.2222,0.0,1.0,0.6988,0.1084,0.0,0.0
martinmorondo,4,1539,6.6452,0.7634,0.25,0.75,0.0357,0.0714,1.6613,0.25
juanlucasl,52,3144,4.9955,0.1221,0.0,1.0,0.0,0.0465,0.0,0.0465
vlasvlasvlas,23,4819,22.6623,0.5593,0.1839,0.8161,0.2475,0.1405,4.1687,0.1204
rodoviario,45,4724,16.546,0.3194,0.0187,0.9813,0.0421,0.0047,0.3093,0.0047
tuni56,52,664,37.4051,0.9074,0.4118,0.5882,0.2941,0.0147,15.4021,0.2794
peterdotdev,401,2073,6.6954,0.1738,0.0,1.0,0.0263,0.0,0.0,0.0
lajbel,15,2103,8.5103,1.5556,0.0204,0.9796,1.8571,0.2653,0.1737,0.0
robsanabria,7,1890,2.1258,0.6667,0.6364,0.3636,0.2727,0.0909,1.3528,0.5455
uncoma-curza-lab,790,1721,8.4893,97.0,0.2,0.8,0.075,0.925,1.6979,0.05
ggarra13,6,4580,3.6684,4.2174,0.087,0.913,9.9565,0.6304,0.319,0.5
MoniMcI,63,1239,6.7803,0.651,0.087,0.913,0.087,0.0435,0.5896,0.0
OmgCopito95,41,3705,1.5773,12.125,0.0,1.0,5.375,0.75,0.0,0.125
lainz,7,4813,2.049,13.8571,0.037,0.963,3.4444,1.4815,0.0759,0.0741
nylzen,9,3602,1.8252,5.6471,0.0556,0.9444,1.9444,1.1111,0.1014,0.0556
elopez,19,4982,5.4252,3.5556,0.0676,0.9324,0.4189,0.1216,0.3666,0.0135
cayu,13,5747,5.6564,0.0995,0.0337,0.9663,0.1798,0.0449,0.1907,0.0112
fernandezja,12,5969,8.6891,1.2973,0.0986,0.9014,0.6056,0.1972,0.8567,0.0775
IgnacioPardo,4,2224,12.9743,2.1333,0.1013,0.8987,1.8608,0.4684,1.3138,0.0886
Markkos89,34,4962,8.097,0.4528,0.0,1.0,0.2273,0.0636,0.0,0.0091
manuelczs,133,3626,11.1811,0.5486,0.0631,0.9369,0.1712,0.036,0.7051,0.036
alanmartinc,334,2538,52.0963,95.0,0.0,1.0,0.7265,0.0249,0.0,0.0055
MarianoVizzo,256,862,2.5423,0.8261,0.0,1.0,2.0,0.1667,0.0,0.0
Zelechos,2,2887,12.1455,1.4394,0.0833,0.9167,2.4688,0.3333,1.0121,0.0417
diegodorado,113,5957,7.6643,2.7143,0.016,0.984,1.136,0.272,0.1226,0.016
SaraviaMartin,80,1615,7.6895,1.338,0.0,1.0,0.0294,0.0,0.0,0.0
suarezvictor,44,4311,18.9784,0.6169,0.0491,0.9509,1.2679,0.058,0.932,0.0848
nmilcoff,10,4068,3.3221,1.5079,0.0,1.0,6.3784,1.0811,0.0,0.0541
jeremias-cuello,2,1735,11.1575,0.5697,0.0943,0.9057,0.1509,0.0189,1.0526,0.0566
augusto-sb,28,1420,5.1444,0.4974,0.15,0.85,0.0,0.0,0.7717,0.1
bunturx,96,5011,3.7174,0.8785,0.0,1.0,1.6078,0.5294,0.0,0.0196
lmpizarro,803,5416,4.8556,0.6309,0.0,1.0,0.7222,0.0694,0.0,0.0
botcarola,224,1865,16.0592,2.0,0.0,1.0,0.5244,0.061,0.0,0.0
AdelFetner,2,1978,3.8778,1.0333,0.0476,0.9524,0.7619,0.0,0.1847,0.0476
fmdlc,16,5067,2.3067,1.7222,0.0938,0.9062,7.2188,1.875,0.2163,0.125
manu-poustis,231,1875,0.5844,93.0,0.0,1.0,13.0,1.6667,0.0,0.3333
mateosilguero,129,3415,6.5242,1.2105,0.0,1.0,1.6393,0.1475,0.0,0.0164
LucasIsasmendi,75,4724,8.1184,1.3143,0.0381,0.9619,0.1238,0.0762,0.3093,0.0476
acrespo,105,5520,2.7129,0.902,0.0244,0.9756,0.1951,0.1707,0.0662,0.0244
silvestreh,21,5355,0.9549,23.0,0.0714,0.9286,61.0,20.5714,0.0682,0.1429
FabioDrizZt,6,4071,40.374,1.011,0.0578,0.9422,0.0511,0.7489,2.3327,0.0289
nearnshaw,14,4875,7.2675,13.1429,0.0515,0.9485,0.2784,0.1031,0.3746,0.0206
eichenbergerche,38,2121,11.1934,1.3143,0.0462,0.9538,1.1231,0.0615,0.5166,0.0462
brianalcl,7,1847,0.1978,18.4,1.0,0.0,0.0,0.0,0.1978,0.0
tadeodonegana,0,2014,6.1661,0.7077,0.2353,0.7647,1.7059,0.3235,1.4508,0.0882
pcostesi,5,6032,3.1487,0.9381,0.0,1.0,0.3269,0.0962,0.0,0.0
Blackpachamame,239,2111,5.7097,1.1375,0.2727,0.7273,0.2121,0.1818,1.5572,0.1515
johannasantos,377,2685,2.8567,1.5424,0.0,1.0,0.6667,0.1429,0.0,0.0
SebastianMestre,15,3032,6.8665,1.1375,0.1404,0.8596,1.8947,0.1579,0.9637,0.0
JoaquinManuelGonzalez,3,1374,6.1141,4.3333,0.0435,0.9565,5.3913,0.1304,0.2658,0.3478
tamaraantonella,7,1528,8.1273,0.302,0.0,1.0,0.1176,0.0,0.0,0.0
SamuelCarmona83,20,3167,13.8396,0.7563,0.1167,0.8833,0.0917,0.1333,1.6146,0.075
CristianHourcade,83,3225,5.4363,30.0,0.0208,0.9792,0.4375,0.3542,0.1133,0.0208
matichewer,50,2663,7.5437,0.2695,0.1273,0.8727,0.2727,0.0182,0.9601,0.0545
JoaquinSuarezVallejos,56,1552,0.0,0.6923,0.0,0.0,0.0,0.0,0.0,0.0
jvuletich,4,5228,0.5589,90.0,0.0,1.0,3.0,0.375,0.0,0.0
adore1968,6,1557,19.9398,0.7563,0.0,1.0,0.0118,0.0,0.0,0.0
ssofiaavila,28,1812,5.0393,3.2143,0.28,0.72,1.96,0.28,1.411,0.2
asternic,3,3436,2.0197,90.0,0.1579,0.8421,47.2105,23.4737,0.3189,0.1053
broko-de,5,3801,4.2281,10.0,0.0227,0.9773,1.6136,0.75,0.0961,0.0227
seamansrl,79,3321,2.9695,44.5,0.0,1.0,4.2593,0.6667,0.0,0.0
aaizemberg,1,5176,8.9619,1.8163,0.0945,0.9055,0.0709,0.1024,0.8468,0.0709
eugeniomiro,24,6641,3.3,0.6642,0.1667,0.8333,0.2667,0.2167,0.55,0.1667
ivantodorovich,17,5096,1.3618,2.119,0.2105,0.7895,0.8421,0.4211,0.2867,0.1053
schomatis,1051,4179,0.1748,89.0,0.0,1.0,0.0,0.0,0.0,0.0
mnibor,18,3121,8.7772,1.2535,0.0267,0.9733,0.44,0.2,0.2341,0.0533
lucasecapdevila,90,1685,15.8239,0.6096,0.0137,0.9863,0.0274,0.0411,0.2168,0.0
JonatanCespedes,276,2200,11.6216,17.8,0.0,1.0,0.3,0.0714,0.0,0.0
dylannalex,13,2366,3.3962,3.4231,0.0455,0.9545,22.1818,2.0909,0.1544,0.1364
alazzuri,18,2447,5.672,5.5625,0.0,1.0,1.1842,6.2105,0.0,0.0
AgustinQuetto,6,3893,10.5081,1.459,0.0179,0.9821,0.4821,0.0179,0.1876,0.0179
gianca1994,9,2779,4.0744,2.0698,0.0,1.0,0.0,0.4516,0.0,0.0
gcorallo,148,5145,1.2069,2.0952,0.0,1.0,14.7647,2.7647,0.0,0.0588
mnapo,5,2892,6.5674,0.5752,0.0192,0.9808,0.0,0.0,0.1263,0.0
itAtPPI,86,1963,0.9303,88.0,0.0,1.0,4.8,1.6,0.0,0.0
fdodino,14,4766,3.372,88.0,0.0682,0.9318,0.0909,0.2727,0.2299,0.0455
yanett2,920,1627,0.6735,0.6929,0.0,1.0,0.0,0.0,0.0,0.0
EmqDev,4,2751,3.3192,0.8224,0.0,1.0,0.12,2.52,0.0,0.0
juliancasaburi,18,2652,10.1917,0.4656,0.1622,0.8378,0.3108,0.0811,1.6527,0.0541
hzalaz,32,5459,4.2152,44.0,0.0159,0.9841,0.127,0.6349,0.0669,0.0159
gustavoguanabara,58,4299,0.6797,28316.75,0.0,1.0,3684.0,833.25,0.0,1.0
diego3g,7,5036,5.4396,367.2022,0.04,0.96,126.0133,23.5867,0.2176,0.28
akitaonrails,47,6670,9.0902,3608.4,0.241,0.759,41.4337,5.3012,2.1904,1.0
maykbrito,54,4508,13.0446,346.0833,0.1366,0.8634,35.0497,24.7329,1.7825,1.0
acenelio,77,3951,26.809,4639.6667,0.0069,0.9931,13.669,8.2483,0.1849,0.0966
professorguanabara,341,2209,1.1574,4417.3333,0.0,1.0,172.5714,18.0,0.0,1.0
ErickWendel,46,4365,27.6971,110.8586,0.0211,0.9789,58.1964,14.3051,0.5857,0.136
arthurspk,12,2117,27.7776,413.0417,0.0062,0.9938,170.9255,17.5776,0.1725,0.118
cursoemvideo,2289,4299,0.4248,9568.0,0.0,1.0,1034.6,63.8,0.0,1.0
otaviossousa,16,1158,16.4016,0.5871,0.1538,0.8462,5.5962,0.5769,2.5233,0.0962
luizomf,35,5636,8.7489,4543.5,0.1704,0.8296,41.9704,16.2296,1.4906,0.3481
Fernanda-Kipper,47,2291,13.0731,187.4565,0.0122,0.9878,41.6463,11.0732,0.1594,0.4146
alineai18,664,1693,0.863,0.771,0.0,1.0,49.75,3.5,0.0,0.5
cami-la,44,2242,26.5548,403.9,0.0,1.0,56.0123,29.7853,0.0,0.1166
Rafaelmdcarneiro,25,3595,29.8702,363.4091,0.0238,0.9762,4.7619,0.1224,0.7112,0.0476
felipefialho,28,4868,2.7761,29.9538,0.0811,0.9189,545.7297,56.2973,0.2251,0.7838
rodrigobranas,5,4424,32.1988,1159.8333,0.1231,0.8769,8.2744,4.2282,3.9629,0.1487
avelino,20,6436,13.904,16.1225,0.1143,0.8857,726.3184,56.2776,1.589,0.0939
Universidade-Livre,1306,1814,2.8189,6422.0,0.3571,0.6429,1615.7143,135.5714,1.0068,0.5714
falvojr,7,5540,4.8129,60.2642,0.0822,0.9178,18.9041,42.4795,0.3956,0.1918
oluiscabral,144,2386,6.1232,0.1133,0.025,0.975,4.95,0.5,0.1531,0.125
felipeAguiarCode,144,3013,8.607,343.1765,0.1831,0.8169,35.3521,93.1549,1.5759,0.5634
VictorTaelin,124,4005,23.5292,242.125,0.0504,0.9496,28.2984,1.9031,1.1856,0.1008
frontendbr,440,3790,0.2891,5735.0,0.3333,0.6667,7022.6667,324.3333,0.0964,1.0
jeffersongoncalves,3,5745,6.8663,8.3963,0.9074,0.0926,4.2963,0.3241,6.2305,0.8796
danielhe4rt,18,4480,19.0778,14.1499,0.0769,0.9231,24.7991,2.4658,1.4675,0.0769
insidegui,48,6291,13.2955,87.5,0.0786,0.9214,149.9389,9.6463,1.0451,0.179
AlianeAmaral,16,1453,7.0385,0.3882,0.25,0.75,8.9643,1.6429,1.7596,0.2857
Rocketseat,626,3309,3.5322,4876.0,0.0625,0.9375,242.5312,48.4688,0.2208,0.5312
lucasrmagalhaes,5,2830,25.6837,0.2758,0.0452,0.9548,5.2563,1.2714,1.1616,0.0251
caarlos0,30,5904,5.4441,25.5922,0.5909,0.4091,148.5795,11.4318,3.217,0.5227
dunossauro,5,4491,15.9405,62.0685,0.0561,0.9439,21.6276,3.7092,0.8946,0.0816
gabrielfroes,19,3692,3.9572,191.7826,0.1,0.9,44.875,16.75,0.3957,0.375
jakeliny,51,3770,1.2595,70.9839,0.0769,0.9231,17.9231,6.3846,0.0969,0.0
Rodrigo-Cn,122,1216,11.4141,171.4,0.0789,0.9211,4.5263,1.1316,0.9011,0.0
andrebaltieri,5,5425,28.8834,81.3269,0.014,0.986,4.711,1.7809,0.404,0.0373
rmanguinho,20,4762,0.9204,1392.6667,0.0833,0.9167,435.9167,102.3333,0.0767,0.5
EduardoPires,4,4711,6.5902,2045.0,0.0118,0.9882,88.5412,24.3882,0.0775,0.0471
peas,6,6277,1.222,93.8837,0.2857,0.7143,6.4762,3.1905,0.3491,0.1429
jpsantos1,40,1770,2.4763,0.1503,0.1667,0.8333,5.5,0.75,0.4127,0.0833
rcaferati,31,4332,0.8431,3547.0,1.0,0.0,571.2,58.1,0.8431,0.9
fdaciuk,42,5688,12.907,12.1789,0.005,0.995,11.4279,2.0299,0.0642,0.0348
joaomdmoura,13,5573,4.7844,164.0952,0.0,1.0,15.0548,2.5205,0.0,0.0548
nubank,95,4799,15.2219,3420.0,0.205,0.795,26.03,2.965,3.1205,0.17
vitorfs,9,5238,3.2076,42.1899,0.0217,0.9783,82.8478,33.087,0.0697,0.087
brunodev85,255,4115,1.1539,1107.3333,0.6923,0.3077,1406.9231,123.1538,0.7988,1.0
renatogroffe,16,4338,156.6079,49.1343,0.0624,0.9376,3.5161,0.8903,9.7669,0.0532
LauraBeatris,6,2666,16.3034,22.5137,0.0,1.0,13.4874,1.9832,0.0,0.042
backend-br,1058,3237,1.0155,3268.0,0.8889,0.1111,1375.4444,54.8889,0.9027,0.7778
MonicaHillman,82,2570,11.3696,12.2607,0.0125,0.9875,2.4125,8.875,0.1421,0.0125
giovannamoeller,3,2687,3.1264,80.0278,0.0435,0.9565,21.7391,2.7391,0.1359,0.1739
bhza,1,1354,42.3517,1.1524,0.1911,0.8089,2.414,0.2166,8.0927,0.2611
joaocarpim,9,1433,5.6075,1.1005,0.3636,0.6364,11.4545,0.5909,2.0391,1.0
jonataslaw,12,3065,32.652,156.5556,0.0182,0.9818,49.7701,10.1241,0.5958,0.0365
anabastos,5,4210,5.1187,4.2057,0.0847,0.9153,27.8983,2.2712,0.4338,0.1356
lukemorales,49,3929,4.1833,21.0079,0.0667,0.9333,69.0667,10.3111,0.2789,0.1333
birobirobiro,2,3561,9.9492,6.4069,0.0619,0.9381,210.5052,13.9175,0.6154,0.0722
ananeridev,33,2861,19.5328,31.3494,0.0523,0.9477,4.2484,0.4967,1.0213,0.0784
devsuperior,1876,2193,24.8163,2573.0,0.1745,0.8255,32.255,41.2685,4.3304,0.3356
argentinaluiz,30,4730,19.9999,183.2143,0.0193,0.9807,3.9421,1.3127,0.3861,0.0193
vanessametonini,97,4925,5.6363,10.9372,0.0,1.0,1.7895,2.1184,0.0,0.0
turicas,27,5990,9.8782,8.3617,0.0556,0.9444,28.0494,5.5617,0.5488,0.0926
leandromoreira,14,6325,8.5466,2347.0,0.0405,0.9595,259.5743,23.0068,0.3465,0.0541
maateusilva,27,2909,1.6323,2311.0,0.0,1.0,53.8462,15.5385,0.0,0.2308
BotBitmap,127,2442,0.7479,0.1478,0.0,1.0,4.6,0.2,0.0,0.0
sandeco,57,4851,5.8729,174.5385,0.1026,0.8974,39.7436,13.8846,0.6024,0.3846
Perkles,76,3711,1.2795,88.08,0.0,1.0,6.6923,6.8462,0.0,0.0
jpedroschmitz,24,3378,5.9469,16.3359,0.1455,0.8545,44.8545,6.3818,0.865,0.1273
giggio,24,5812,6.2844,396.4,0.13,0.87,12.43,3.73,0.817,0.11
hydralauncher,474,818,5.3582,1956.0,0.5,0.5,1333.9167,356.1667,2.6791,0.4167
professorjosedeassis,2,3316,4.5161,637.3333,0.0976,0.9024,20.9512,11.5122,0.4406,1.0
josepholiveira,118,2952,9.6509,30.2623,0.0,1.0,8.641,1.2179,0.0,0.0128
RubensZimbres,4,3634,54.9785,39.3261,0.0329,0.9671,4.2285,2.3766,1.8092,0.0384
luchina-gabriel,13,3491,21.3437,1784.0,0.2794,0.7206,41.4608,3.8775,5.9637,0.299
mulheresemdados,606,1769,1.8583,1761.0,0.0,1.0,121.6667,13.5556,0.0,0.6667
SouJunior,272,1420,12.6037,1737.0,0.2449,0.7551,17.4082,9.6327,3.0866,0.2041
Wanderson-Magalhaes,18,2324,4.2434,845.5,0.0,1.0,228.7778,59.4815,0.0,0.2963
WSTxda,3,3019,2.0567,15.3486,0.5882,0.4118,444.2941,15.0,1.2098,0.9412
jaydson,3,6276,7.1583,5.7483,0.0,1.0,3.065,0.7724,0.0,0.0
vsouza,67,5690,2.8244,4.824,0.0455,0.9545,1244.3182,167.6591,0.1284,0.1591
sergiolopes,5,6222,2.5829,327.0,0.0,1.0,9.8409,4.9773,0.0,0.0
daltonmenezes,29,5347,3.1422,19.2976,0.0435,0.9565,129.6304,8.0652,0.1366,0.1739
devfullcycle,1438,1718,38.0557,1618.0,0.1006,0.8994,27.6592,32.5307,3.8268,0.3575
IgorHalfeld,75,4272,9.0629,1.5454,0.0189,0.9811,13.1226,1.9151,0.171,0.0283
RafaelGSS,15,3388,25.0112,10.911,0.0345,0.9655,3.6595,0.5,0.8625,0.0302
robertolima-dev,13,2782,16.0174,0.686,0.1148,0.8852,3.5,0.1803,1.8381,0.0656
waldemarnt,53,4608,3.0913,13.3277,0.0513,0.9487,42.1795,14.7436,0.1585,0.1538
PixelExperience,787,2979,46.2233,1557.0,0.0,1.0,3.3899,9.1777,0.0,0.0451
paulosalvatore,44,4382,40.1758,70.5,0.0104,0.9896,1.471,2.0166,0.4168,0.0187
RafaelGallo,3,2790,41.6306,0.4305,0.0912,0.9088,1.3396,0.0189,3.7965,0.0849
MilenaCarecho,1033,3013,3.5155,7.8351,0.0,1.0,117.9655,12.0345,0.0,0.1379
jacobaraujo7,21,4821,6.8944,100.5333,0.0549,0.9451,7.8571,2.5604,0.3788,0.0659
wilsonfreitas,19,5192,8.6529,64.9565,0.065,0.935,223.1057,31.0244,0.5628,0.0894
lucianopf,7,4345,4.035,5.4906,0.0625,0.9375,3.4167,1.9375,0.2522,0.0625
steniowagner,37,4691,3.3481,18.3125,0.0233,0.9767,53.6977,14.0,0.0779,0.0698
fabricioveronez,1,5478,9.868,36.525,0.0405,0.9595,3.1284,5.5068,0.4001,0.0743
CarlosLevir,16,2911,4.6425,27.4808,0.0,1.0,5.1622,2.027,0.0,0.0
codingscode,2,2598,26.5713,0.1722,0.037,0.963,0.5873,0.1005,0.9841,0.0106
claudiosanches,10,5297,8.2055,36.4872,0.0924,0.9076,10.2689,4.1933,0.7585,0.1176
flameastro,1,286,35.7587,0.1549,0.4286,0.5714,1.8571,0.1786,15.3252,1.0
micheleambrosio,59,2461,4.6009,699.5,0.0323,0.9677,13.7097,27.6452,0.1484,0.1613
juunegreiros,28,3785,7.2375,25.2727,0.0533,0.9467,5.9467,1.8933,0.386,0.0267
jeffhsta,4,4822,4.6205,13.1442,0.0164,0.9836,10.8525,3.459,0.0757,0.0492
he4rt,1046,2676,5.3232,1354.0,0.641,0.359,176.4872,21.641,3.4123,0.8462
hishamhm,2,5904,6.4958,1349.0,0.0381,0.9619,63.419,7.0952,0.2475,0.0571
korizyx,33,1589,1.1493,0.4065,0.0,1.0,4.6,0.2,0.0,0.8
afonsopacifer,455,4497,12.8329,4.3967,0.0,1.0,23.3101,2.8418,0.0,0.038
FeynmanDaUSP,100,742,0.9845,15.9643,0.0,1.0,25.0,5.0,0.0,0.0
EliasGcf,8,2589,8.0414,17.8533,0.0175,0.9825,11.1228,4.8596,0.1411,0.1404
Cassianosch,7,3317,4.7349,1338.0,0.0233,0.9767,22.5581,4.8372,0.1101,0.0465
YuriRDev,6,2610,1.5394,21.4194,0.1818,0.8182,11.6364,1.2727,0.2799,0.5455
JoyceFatima,6,1770,9.4924,0.4335,0.0435,0.9565,2.8913,0.2174,0.4127,0.0217
andreluizsecco,20,4452,6.4813,217.6667,0.0759,0.9241,10.4304,3.6962,0.4923,0.1139
lucasfcosta,17,4484,7.494,5.3724,0.0761,0.9239,7.2283,1.163,0.5702,0.0543
giuliana-bezerra,13,3991,11.7144,1258.0,0.0391,0.9609,6.2109,1.5469,0.4576,0.1094
stone-payments,51,4294,7.8256,1251.0,0.2717,0.7283,3.7935,1.0435,2.1265,0.3152
alexandresanlim,48,4671,3.4406,8.6181,0.0682,0.9318,316.6818,48.0227,0.2346,0.2045
josemalcher,45,5450,45.3714,0.229,0.0015,0.9985,0.7267,0.2038,0.067,0.0089
infoslack,38,5718,7.0904,12.19,0.0541,0.9459,76.8198,15.9279,0.3833,0.1622
Samuel-de-Oliveira,54,1906,3.0661,0.3419,0.5,0.5,5.9375,0.3125,1.5331,0.25
Nick-Gabe,40,2853,9.8578,8.4126,0.013,0.987,5.5065,0.6753,0.128,0.026
lfnovo,61,5622,2.3388,598.0,0.5,0.5,868.8889,101.7778,1.1694,0.6111
asimov-academy,1473,1524,11.5039,1194.0,0.125,0.875,23.2708,15.3542,1.438,0.6042
pellizzetti,27,3815,4.787,169.8571,0.0,1.0,1.82,0.48,0.0,0.0
JuanBindez,5,1942,37.2397,0.6712,0.0505,0.9495,8.4343,1.101,1.8808,0.0657
matheuss,19,4746,5.4641,9.6311,0.0563,0.9437,55.1127,10.7465,0.3078,0.0845
joaohcrangel,22,5812,3.0794,61.7895,0.0,1.0,1.5306,1.0,0.0,0.0
